mes,nombre_mes,trimestre,canal,region,campana,inversion,ingresos,visitas,clientes_nuevos,ticket_promedio,tasa_conversion,roas,satisfaccion
2025-12,Dic,T4,Instagram,Bogotá,Navidad,38583653.0,168059461.0,75815,1519,110616.0,2.0,4.36,4.23
2025-12,Dic,T4,Instagram,Medellín,Navidad,26035016.0,108527725.0,37556,1050,103339.0,2.8,4.17,3.72
2025-12,Dic,T4,Instagram,Cali,Navidad,18965787.0,85963905.0,31605,791,108546.0,2.5,4.53,3.69
2025-12,Dic,T4,Instagram,Costa,Navidad,25551600.0,71058555.0,34135,547,129822.0,1.6,2.78,3.94
2025-12,Dic,T4,TikTok,Bogotá,Navidad,55953030.0,199110644.0,116897,1912,104083.0,1.64,3.56,4.19
2025-12,Dic,T4,TikTok,Medellín,Navidad,36984449.0,122769305.0,73136,1226,100130.0,1.68,3.32,4.21
2025-12,Dic,T4,TikTok,Cali,Navidad,34582675.0,95544989.0,105768,1254,76192.0,1.19,2.76,3.84
2025-12,Dic,T4,TikTok,Costa,Navidad,24545825.0,80121322.0,45755,810,98819.0,1.77,3.26,3.67
2025-12,Dic,T4,Google Ads,Bogotá,Navidad,34406350.0,105393798.0,25922,834,126319.0,3.22,3.06,3.85
2025-12,Dic,T4,Google Ads,Medellín,Navidad,16423358.0,64258171.0,16310,525,122343.0,3.22,3.91,4.04
2025-12,Dic,T4,Google Ads,Cali,Navidad,13840153.0,57847332.0,14284,425,135823.0,2.98,4.18,4.43
2025-12,Dic,T4,Google Ads,Costa,Navidad,15014731.0,49244115.0,12327,361,136277.0,2.93,3.28,3.19
2025-12,Dic,T4,Email,Bogotá,Navidad,4559021.0,42193634.0,5447,281,149705.0,5.16,9.25,4.25
2025-12,Dic,T4,Email,Medellín,Navidad,3745470.0,33096054.0,4211,209,158276.0,4.96,8.84,4.55
2025-12,Dic,T4,Email,Cali,Navidad,2771469.0,24183614.0,2399,143,168487.0,5.96,8.73,4.71
2025-12,Dic,T4,Email,Costa,Navidad,2375195.0,22926791.0,2558,152,150561.0,5.94,9.65,4.35
2025-12,Dic,T4,Punto de venta,Bogotá,Navidad,24391477.0,147747458.0,10095,935,157871.0,9.26,6.06,4.73
2025-12,Dic,T4,Punto de venta,Medellín,Navidad,16896524.0,109348781.0,6947,645,169419.0,9.28,6.47,4.58
2025-12,Dic,T4,Punto de venta,Cali,Navidad,18641965.0,101557747.0,5723,514,197247.0,8.98,5.45,4.46
2025-12,Dic,T4,Punto de venta,Costa,Navidad,11977752.0,77589964.0,4786,448,172828.0,9.36,6.48,5.0
